799,623,817
906,714,598
983,706,965
761,689,879
866,745,791
763,784,593
951,646,827
772,635,843
922,816,794
578,941,816
776,894,823
509,989,546
577,796,890
615,759,642
612,931,957
915,740,671
898,587,985
897,669,908
571,853,889
889,574,565
729,738,908
778,997,853
663,543,951
921,867,981
844,911,923
749,620,981
734,946,628
762,647,612
588,733,959
937,593,819
647,869,862
580,753,909
828,683,658
951,963,676
616,501,813
526,556,747
709,714,883
674,843,500
664,821,975
925,938,529
726,994,562
931,574,907
612,684,566
604,500,660
576,660,927
509,817,874
524,970,736
622,541,841
561,682,789
803,619,874
898,914,920
584,895,529
861,973,581
722,815,754
793,903,946
885,792,647
812,801,993
953,542,764
995,883,700
954,687,883
868,586,800
911,561,669
774,586,538
655,802,981
671,745,803
705,985,842
833,506,581
856,963,567
827,594,873
992,867,743
566,984,546
630,810,520
943,711,836
705,843,659
764,718,840
620,791,874
610,540,820
590,923,979
787,891,784
511,933,958
768,607,805
902,865,806
511,596,995
993,969,775
888,634,880
776,767,500
911,956,675
648,694,837
732,613,937
981,668,835
970,811,922
648,942,990
778,682,625
872,907,776
782,746,579
984,956,548
530,840,523
773,723,965
960,905,748
959,624,669
673,792,795
522,924,621
709,589,874
945,751,612
761,567,622
838,608,653
748,878,885
798,829,853
959,692,894
620,927,608
590,954,802
775,504,944
791,732,539
876,950,926
620,719,553
673,610,868
801,933,744
625,902,742
564,770,634
934,720,843
541,647,833
600,894,531
846,711,687
611,540,641
515,824,685
540,970,838
637,857,567
566,789,561
827,684,812
511,769,524
655,608,825
562,835,778
959,760,833
595,581,558
604,990,714
621,734,671
927,634,876
722,957,772
662,551,782
913,947,958
654,501,925
893,754,737
593,996,524
863,759,503
506,981,601
903,727,691
636,656,871
555,863,765
678,671,535
819,587,918
898,537,945
777,612,901
754,997,683
853,588,989
703,643,767
938,856,648
667,993,868
530,594,683
687,554,803
582,989,521
869,893,891
734,598,963
538,827,961
779,778,728
734,841,824
727,610,533
974,558,540
940,551,937
793,673,617
680,939,699
938,573,574
528,983,979
930,525,513
833,610,943
673,882,601
916,939,756
657,648,942
827,513,785
626,853,535
832,973,702
663,515,972
940,539,709
529,914,829
792,943,652
986,984,995
834,506,628
729,590,878
874,953,982
604,848,960
962,763,765
994,688,872
703,667,812
585,636,742
601,573,941
748,724,875
514,803,623
553,827,939
663,743,986
625,944,978
628,756,520
773,884,941
890,939,784
734,800,933
671,785,827
832,567,778
644,688,884
652,804,616
726,918,856
603,903,850
676,604,895
706,670,864
901,956,986
660,556,703
729,671,618
661,778,929
830,978,730
790,621,581
782,780,574
612,590,952
822,772,641
832,534,961
507,637,966
717,705,636
934,659,641
656,537,927
730,666,696
846,804,906
669,523,920
867,507,690
545,565,902
655,603,987
646,759,775
698,936,919
701,878,743
558,618,750
844,716,851
671,928,642
556,944,770
612,887,616
638,826,993
737,500,792
647,928,538
642,510,504
572,755,663
694,597,792
731,790,727
864,783,807
644,912,1000
512,825,601
898,959,849
660,628,524
965,726,574
827,557,862
812,876,893
715,509,805
748,905,706
842,805,967
780,926,826
671,641,871
691,564,710
668,638,746
940,763,899
584,717,691
720,787,692
867,914,843
704,558,963
734,868,740
584,514,757
772,608,782
901,974,843
966,662,984
570,602,968
613,907,540
752,503,878
793,653,801
756,952,954
516,897,697
673,706,856
606,969,816
590,527,726
717,929,798
702,610,936
716,905,813
849,723,848
732,964,695
808,515,523
549,989,527
563,829,790
736,606,602
532,707,915
707,736,963
966,998,735
995,696,722
657,747,789
503,943,738
851,731,898
610,684,818
991,726,814
789,803,997
946,619,882
605,791,730
811,623,987
627,823,804
760,762,939
814,699,577
945,836,751
866,702,619
904,913,608
653,629,856
836,700,717
744,789,617
956,718,727
554,677,862
594,858,971
946,943,637
550,761,591
984,820,814
894,581,884
744,750,716
905,849,619
736,735,716
997,909,649
743,836,639
741,717,612
564,552,939
736,834,562
972,924,640
717,528,625
729,927,688
925,540,690
528,639,747
857,684,968
977,754,610
670,841,911
563,887,808
895,814,752
729,802,569
736,985,957
727,947,854
514,735,809
934,869,790
952,696,875
538,517,913
800,971,611
944,744,632
657,517,710
788,724,890
991,687,871
636,550,940
525,944,898
863,704,789
879,579,844
752,727,853
1000,724,950
699,552,664
930,550,738
935,509,572
503,762,755
551,631,869
760,790,635
985,959,945
529,846,747
890,701,878
809,950,805
952,635,931
652,772,658
659,640,919
804,560,644
685,888,707
941,868,601
848,761,594
670,911,513
828,746,846
761,712,870
511,828,878
943,541,859
714,748,978
754,758,827
809,500,516
939,960,578
673,822,694
843,626,889
534,552,914
881,901,536
964,794,660
651,823,723
788,742,685
764,944,675
809,976,859
960,591,601
924,775,942
768,987,876
934,797,733
934,790,519
683,883,870
653,579,744
744,718,994
512,813,582
631,728,798
795,885,803
924,763,745
774,813,812
759,705,889
722,964,668
935,796,674
831,621,920
827,500,556
799,616,551
636,541,559
715,708,814
889,955,800
795,504,899
739,809,794
621,542,768
917,733,657
941,674,782
804,536,933
991,582,811
628,817,745
504,548,649
730,905,883
906,804,758
624,854,799
914,901,783
686,741,787
697,954,988
508,925,913
608,569,574
590,523,646
713,798,650
769,519,607
659,777,746
986,642,682
664,539,933
529,546,555
727,952,521
890,766,778
504,842,839
531,802,896
620,956,506
848,577,919
942,553,697
966,909,884
614,778,962
587,613,993
564,922,729
760,705,774
714,696,785
972,648,869
554,622,823
672,534,553
591,649,990
835,824,688
883,975,955
861,998,698
702,712,957
523,748,912
642,865,627
604,649,911
855,656,911
604,779,688
799,961,623
664,777,620
872,662,592
716,555,984
684,761,876
886,577,571
611,889,583
717,501,841
882,548,679
626,799,760
570,531,964
943,601,530
962,707,607
981,884,890
504,591,814
609,959,804
687,599,932
771,889,958
672,980,537
637,803,945
558,949,699
766,595,572
939,594,762
788,932,974
763,641,886
761,800,519
760,940,725
879,867,519
524,790,532
976,776,678
886,857,754
952,686,513
524,524,829
855,877,702
696,830,956
505,982,724
661,748,991
774,618,644
918,688,977
897,717,710
535,683,725
568,889,814
504,604,847
782,879,635
903,758,825
719,605,669
883,971,917
582,887,672
592,647,634
869,521,902
548,936,600
725,900,687
974,727,907
914,928,928
638,876,670
593,740,550
669,833,924
602,764,999
554,990,829
717,556,615
885,982,781
534,971,701
978,951,646
811,583,940
734,741,935
825,728,868
658,710,987
912,798,862
902,866,931
871,876,506
573,807,843
640,539,939
738,925,907
936,642,504
789,885,589
894,635,816
1000,531,511
828,532,626
524,701,978
785,540,554
715,659,710
519,781,849
953,515,886
625,939,821
762,976,532
632,855,957
954,918,528
624,552,510
824,948,825
967,686,992
514,581,686
872,728,503
879,672,912
716,696,866
747,741,542
782,970,727
855,749,730
662,816,932
582,662,732
547,832,567
981,970,944
789,681,898
983,777,909
741,977,588
915,897,500
963,600,546
1000,646,998
835,800,526
571,644,535
895,654,656
768,576,569
734,550,541
944,533,560
603,601,660
821,717,855
927,982,964
768,574,517
701,934,862
666,609,760
744,787,853
703,731,895
589,792,817
556,887,622
745,739,945
507,612,624
837,822,697
946,986,990
957,567,508
922,790,734
777,554,568
953,789,995
624,843,970
879,514,690
834,605,891
657,838,576
513,536,964
973,921,696
954,749,967
905,903,991
566,796,592
600,750,733
871,919,749
805,860,527
875,671,648
644,612,961
571,755,721
528,661,709
746,530,571
508,639,950
636,561,947
762,711,946
622,949,829
696,966,884
978,861,797
914,729,589
596,536,506
774,557,568
979,775,886
849,565,603
632,951,623
598,951,757
774,916,899
738,896,726
550,966,961
992,897,623
906,739,503
853,808,995
894,591,558
862,668,541
638,505,962
857,568,694
741,879,863
639,851,523
962,546,780
733,617,596
722,663,867
688,791,741
579,990,847
524,946,796
910,683,741
986,797,675
519,743,552
646,836,845
606,676,601
645,932,759
947,773,750
638,513,714
937,517,679
774,924,815
533,925,956
581,654,685
640,938,949
922,841,550
855,693,615
517,846,716
969,604,699
936,739,549
942,827,904
889,936,835
735,979,575
785,530,665
643,829,607
893,906,911
770,773,775
602,855,613
683,619,572
796,745,608
678,917,531
779,760,519
560,777,969
934,682,561
737,901,775
871,812,500
755,735,936
941,782,593
957,807,739
994,552,836
929,991,732
548,777,568
825,942,916
685,869,501
874,799,727
872,739,507
781,753,626
796,569,615
667,506,877
747,537,832
947,984,972
856,676,781
889,746,662
799,504,683
996,802,607
871,654,919
780,509,835
828,826,758
779,836,881
713,731,906
757,522,654
642,657,896
634,937,994
540,819,608
877,955,916
1000,691,508
969,535,736
762,953,700
826,574,676
954,665,746
770,956,577
810,664,642
772,509,689
577,721,879
954,787,710
994,884,636
706,843,780
867,995,909
927,518,844
508,906,873
546,511,829
570,801,513
997,737,974
547,657,568
699,881,916
583,975,934
593,571,503
967,819,885
721,762,935
591,892,739
575,845,617
579,948,891
661,848,638
617,885,716
519,918,804
924,566,791
628,536,717
583,932,824
910,764,719
641,780,997
878,632,572
966,961,706
539,980,931
809,668,601
868,878,644
510,520,876
763,712,858
663,925,623
932,836,950
516,920,504
902,948,993
760,869,871
538,877,627
716,738,621
945,512,858
704,596,875
660,735,537
666,961,766
700,826,791
720,896,888
874,822,751
558,810,545
975,974,855
934,889,641
721,714,932
638,503,716
708,795,527
925,640,595
818,681,886
871,618,828
615,864,723
658,917,975
589,816,763
765,593,950
817,631,760
868,973,856
678,839,885
712,763,901
714,770,650
775,924,636
812,601,581
776,667,889
773,624,932
825,586,619
503,568,854
877,786,881
646,769,577
640,688,981
814,811,923
726,682,641
654,715,993
956,603,821
590,600,867
732,852,690
554,683,674
847,606,991
829,923,821
524,881,691
968,976,993
879,829,904
880,562,585
872,562,727
954,888,565
829,532,897
817,883,734
991,774,566
971,592,953
567,629,663
977,641,637
635,876,525
812,792,832
831,765,815
885,627,890
902,940,513
525,516,752
649,969,768
688,861,850
841,598,672
502,946,789
669,637,861
828,539,883
946,955,684
985,768,506
618,648,695
702,746,737
819,637,555
